Fp1 Fz F3 F7 FT9 FC5 FC1 C3 T7 TP9 CP5 CP1 Pz P3 P7 O1 Oz O2 P4 P8 TP10 CP6 CP2 Cz C4 T8 FT10 FC6 FC2 F4 F8 Fp2 HEOG
2.3596214305143803e-05 2.935425982286688e-05 3.512750117806718e-05 3.0349185180966742e-05 2.2717704268870875e-05 2.6512128897593357e-05 2.911032788688317e-05 2.977383519464638e-05 2.1687439584638923e-05 3.4414140827720985e-05 2.3658019927097484e-05 2.3275422790902667e-05 2.200940070906654e-05 1.9284772861283273e-05 2.5222085241694003e-05 2.385272819083184e-05 2.4098966605379246e-05 2.1339852537494153e-05 2.2278112737694755e-05 2.5263852876378223e-05 1.662569229665678e-05 2.2165253540151753e-05 2.1506473785848357e-05 2.472074265824631e-05 2.750070416368544e-05 2.131781366188079e-05 2.816649794112891e-05 3.581269265851006e-05 2.5119386918959208e-05 2.0976191080990247e-05 3.072336767218076e-05 1.3016036064072978e-05 8.218563016271219e-05
2.332929398107808e-05 2.9383185392362066e-05 3.5097331419819966e-05 2.7912790756090544e-05 2.2844027625978924e-05 2.6314011847716756e-05 2.9122924388502724e-05 2.954988303827122e-05 1.9899531253031455e-05 3.4162010706495494e-05 2.2958374756854028e-05 2.2907552192918956e-05 2.1787462173961103e-05 1.8952388927573338e-05 2.461586700519547e-05 2.3252005121321417e-05 2.354661228309851e-05 2.003823647100944e-05 2.201267852797173e-05 2.4811659386614338e-05 1.595238245499786e-05 2.1571955585386604e-05 2.111399226123467e-05 2.4679004127392545e-05 2.7096422854810953e-05 1.9094079107162543e-05 2.879101703001652e-05 3.555881266947836e-05 2.5122950319200754e-05 2.1080459191580303e-05 3.0499759304802865e-05 1.3038169527135324e-05 0.00011635517148533836
2.3119775505620055e-05 2.9445594918797724e-05 3.5183969885110855e-05 2.5570043362677097e-05 2.2699523469782434e-05 2.640440834511537e-05 2.921204941230826e-05 2.9476999770849943e-05 1.8448723494657315e-05 3.386656680959277e-05 2.243067319795955e-05 2.2691658159601502e-05 2.1693313101422973e-05 1.882225478766486e-05 2.4101960661937483e-05 2.291403325216379e-05 2.3236767447087914e-05 1.9220926333218813e-05 2.1845999071956612e-05 2.4617751478217542e-05 1.542883546790108e-05 2.1017141989432275e-05 2.0773390133399516e-05 2.4624827346997336e-05 2.6663516109692864e-05 1.7363621736876667e-05 2.926229717559181e-05 3.52334973285906e-05 2.5112389266723767e-05 2.117944495694246e-05 3.0156856155372225e-05 1.3041665624768939e-05 0.0001571538596181199
2.2980648282100447e-05 2.9549515602411702e-05 3.536540680215694e-05 2.3475797206629068e-05 2.227866389148403e-05 2.6750500182970427e-05 2.9372053177212365e-05 2.9562828785856254e-05 1.7446598576498218e-05 3.3510928915347904e-05 2.210985439887736e-05 2.263869100715965e-05 2.1734716938226484e-05 1.8903592717833817e-05 2.3703682018094696e-05 2.2842976250103675e-05 2.3167149265646003e-05 1.8864264347939752e-05 2.179422153858468e-05 2.4691849830560386e-05 1.5070580047904514e-05 2.0539531760732643e-05 2.0516796212177724e-05 2.4566819774918258e-05 2.6251371309626848e-05 1.621163210074883e-05 2.9567769161076285e-05 3.487626963760704e-05 2.5113426090683788e-05 2.1300642401911318e-05 2.97180831694277e-05 1.3030768968746997e-05 0.0002045028522843495
2.292109275003895e-05 2.9698336220462807e-05 3.5613727959571406e-05 2.177357418986503e-05 2.1597010345431045e-05 2.7308289645588957e-05 2.9591028578579426e-05 2.9804195946780965e-05 1.6976693586912006e-05 3.3080981665989384e-05 2.201739334850572e-05 2.2748336050426587e-05 2.1909087081439793e-05 1.9190589227946475e-05 2.3437050913344137e-05 2.3027880160952918e-05 2.332199801458046e-05 1.8916871340479702e-05 2.186141318816226e-05 2.5022487534442917e-05 1.488134603278013e-05 2.0166753529338166e-05 2.0367300749057904e-05 2.4509907234460115e-05 2.5901941626216285e-05 1.568175503052771e-05 2.9699900551349856e-05 3.452390228630975e-05 2.514667903597001e-05 2.146662700397428e-05 2.9207039915490896e-05 1.3008498171984684e-05 0.0002570798678789288
2.2951253413339145e-05 2.989771746797487e-05 3.5904238757211715e-05 2.0589699488482438e-05 2.0696759747806937e-05 2.803149982355535e-05 2.98580780508928e-05 3.0194136343197897e-05 1.7094891518354416e-05 3.257320713601075e-05 2.2165915652294643e-05 2.3016336854198016e-05 2.2210602764971554e-05 1.9668952518259175e-05 2.331624273210764e-05 2.345129723835271e-05 2.3681837774347514e-05 1.9312086806166917e-05 2.2046817321097478e-05 2.5586366973584518e-05 1.4858924259897321e-05 1.9922170395147987e-05 2.0345058146631345e-05 2.4463117370032705e-05 2.5655697754700668e-05 1.5783853086759336e-05 2.9664564863196574e-05 3.421431756578386e-05 2.5234181521227583e-05 2.1699912394979037e-05 2.865500391635578e-05 1.2982516636839136e-05 0.0003124061331618577
2.3073913325788453e-05 3.0145560231176205e-05 3.620747520471923e-05 2.001561915676575e-05 1.9635182979982346e-05 2.886584297812078e-05 3.015595029864926e-05 3.071225364692509e-05 1.7816129911807366e-05 3.1986528483685106e-05 2.2547941625816748e-05 2.3423379388987087e-05 2.261921326862648e-05 2.030704308708664e-05 2.3342860004049726e-05 2.4076118279481307e-05 2.420993405394256e-05 1.9953815353801474e-05 2.2332853404805064e-05 2.633576514199376e-05 1.4983927030698396e-05 1.981194145628251e-05 2.0454617697396316e-05 2.442807272018399e-05 2.5536832254147157e-05 1.6483530998812057e-05 2.947044777101837e-05 3.3974472898989916e-05 2.538797889428679e-05 2.2011579858371988e-05 2.8089443731005304e-05 1.295655602007173e-05 0.00036691391142085195
2.3288563170353882e-05 3.043693141080439e-05 3.649549398687668e-05 2.0105188013985753e-05 1.848394822445698e-05 2.9755701689282432e-05 3.046622259716969e-05 3.133098653052002e-05 1.911104664031882e-05 3.13259988615755e-05 2.3141008568927646e-05 2.3941627659951337e-05 2.310728632437531e-05 2.1062141968286596e-05 2.350976319576148e-05 2.4855271476553753e-05 2.486184712324757e-05 2.0733037672471255e-05 2.2692076527164318e-05 2.720750489970669e-05 1.5227468793455046e-05 1.983107540581841e-05 2.0690304154413752e-05 2.4404565920121968e-05 2.5557585104252212e-05 1.7711141481413506e-05 2.913167918450199e-05 3.3824064303189516e-05 2.5614122932893224e-05 2.2406102289096452e-05 2.7538584618014283e-05 1.2935290214954875e-05 0.0004163272969890386
2.3589629563502967e-05 3.076330540352501e-05 3.6741752410307527e-05 2.0869179934379645e-05 1.7319898688583635e-05 3.064563497900963e-05 3.076926077483222e-05 3.201448998879641e-05 2.0907817088300362e-05 3.0600273021264e-05 2.3906841306597926e-05 2.453577508276794e-05 2.3639340724912472e-05 2.1881562133785337e-05 2.379855141043663e-05 2.5730341803864576e-05 2.5585195544408634e-05 2.1535759515245445e-05 2.3089161913958378e-05 2.8126656616223045e-05 1.555176822876092e-05 1.996326318476349e-05 2.1035450117778964e-05 2.4390463295276277e-05 2.5717044991324656e-05 1.9368095308891498e-05 2.8667400329140946e-05 3.3773329050745815e-05 2.5911027478286996e-05 2.2879792595631443e-05 2.702793244679924e-05 1.2922788300784305e-05 0.00045635071001015604
2.3962624254636467e-05 3.111007754341699e-05 3.691876554512419e-05 2.2268741304287687e-05 1.6214691640925594e-05 3.147896131849848e-05 3.10418035951443e-05 3.271735113230534e-05 2.309456431248691e-05 2.9817902031936683e-05 2.4789445888018236e-05 2.516004315111786e-05 2.417165342194494e-05 2.270269214932341e-05 2.4177545128623024e-05 2.663153463799972e-05 2.6318281015846878e-05 2.2246575099416077e-05 2.347920417378191e-05 2.9008326237089932e-05 1.5909652574919164e-05 2.017891347350087e-05 2.1460369680426084e-05 2.437761941109784e-05 2.599794606794603e-05 2.1331625248421915e-05 2.8095195375499316e-05 3.381857823114842e-05 2.6266323402523994e-05 2.3416849217028357e-05 2.6574896764941514e-05 1.2918314496346284e-05 0.0004829115641769022
2.438733645249158e-05 3.145857772324234e-05 3.700080924318172e-05 2.4221071726060472e-05 1.5230659300868865e-05 3.220175130991265e-05 3.1260067771654576e-05 3.338819806231186e-05 2.5526787794660777e-05 2.898815910157282e-05 2.571923323557712e-05 2.576279075583443e-05 2.465493162162602e-05 2.345759821764659e-05 2.4604558348073624e-05 2.7482408768264577e-05 2.6994539439328946e-05 2.275506813020911e-05 2.3812033759895712e-05 2.976330324599985e-05 1.6248061001533642e-05 2.0440018488443457e-05 2.192471038142685e-05 2.4353419576073065e-05 2.6368994440417737e-05 2.3462687749997713e-05 2.7428897737991065e-05 3.394388477317989e-05 2.665856300154701e-05 2.399259028607048e-05 2.618792132125236e-05 1.2917634194309358e-05 0.0004923100932501256
2.484129618096631e-05 3.1788938940735534e-05 3.6966903280699626e-05 2.6605246603139676e-05 1.4415317309612874e-05 3.276607458246872e-05 3.140201442874968e-05 3.397334512555972e-05 2.8037216907250695e-05 2.8121085051679984e-05 2.6619449272402562e-05 2.6292105758329853e-05 2.5039205866050906e-05 2.4079334252746776e-05 2.503018913557753e-05 2.820596819219645e-05 2.7546957426238805e-05 2.296745515195653e-05 2.403875805612188e-05 3.0308736313600093e-05 1.6514104572706856e-05 2.0703831978607923e-05 2.238333945570048e-05 2.4303972168127075e-05 2.6790507035912015e-05 2.561941983003635e-05 2.6682133466238156e-05 3.412527803448029e-05 2.706127634155564e-05 2.4577268050052226e-05 2.5872244805213995e-05 1.2916531886730809e-05 0.00048214566777460277
2.5303206712123938e-05 3.208525595255196e-05 3.6804623960051686e-05 2.9272887331899256e-05 1.3800269698549528e-05 3.313599881948903e-05 3.145218943245709e-05 3.442468005232513e-05 3.045208541152533e-05 2.7229370971326716e-05 2.7414045689511113e-05 2.670271169336047e-05 2.5281853595515713e-05 2.4511000447091646e-05 2.540462082833983e-05 2.8733595172525384e-05 2.7918433261220343e-05 2.2820113372290507e-05 2.4119619411067106e-05 3.057754292967729e-05 1.666178650339134e-05 2.0931816834490746e-05 2.2793605239712633e-05 2.421962926746346e-05 2.7221331038163044e-05 2.766866236925125e-05 2.5870438548736274e-05 3.433659367146902e-05 2.7449212211649865e-05 2.5142891900031827e-05 2.5629615265643224e-05 1.2913273167214356e-05 0.0004514871980063617
2.575501275714487e-05 3.2338044547941536e-05 3.6512614315142855e-05 3.2062060199677944e-05 1.3401039723248687e-05 3.329236642457545e-05 3.140465196338482e-05 3.470480805845e-05 3.260494122514501e-05 2.6330442778998986e-05 2.8035150535288267e-05 2.6959882234223187e-05 2.535178282414563e-05 2.471019615768455e-05 2.568267154856585e-05 2.9010534490225837e-05 2.8063652280252427e-05 2.227862751169596e-05 2.402832433290314e-05 3.052572355954908e-05 1.665825766394846e-05 2.1094650946906768e-05 2.3120190235204063e-05 2.4096580091281794e-05 2.762439544312656e-05 2.9495526177925058e-05 2.5012561309267767e-05 3.455408659647219e-05 2.7800922907772474e-05 2.5665858629508875e-05 2.5459656171733513e-05 1.2910611076222267e-05 0.00040109368273988366
2.617946665850468e-05 3.2541967811994255e-05 3.60983976861462e-05 3.480432496871799e-05 1.321096806350397e-05 3.322860357002355e-05 3.1260078685591e-05 3.4785007301252335e-05 3.43440733558964e-05 2.5440900571993552e-05 2.8423692128853872e-05 2.7038624466513284e-05 2.5227636797353625e-05 2.4648681574035436e-05 2.5823104806477204e-05 2.8994600143050775e-05 2.7949177820119075e-05 2.1334810298867524e-05 2.375092481088359e-05 3.013152308994904e-05 1.648366560402792e-05 2.1170419131522067e-05 2.3334221623372287e-05 2.3934449927764945e-05 2.7966443667537533e-05 3.1005962227936834e-05 2.4126235075527802e-05 3.475476842140779e-05 2.809802936099004e-05 2.612690514069982e-05 2.5358556740684435e-05 1.2912800229969434e-05 0.00033345483825542033
2.6554789656074718e-05 3.2689298677723855e-05 3.5570599720813334e-05 3.732916957233101e-05 1.3197181033319794e-05 3.294397538411431e-05 3.1018920708447695e-05 3.464065957814455e-05 3.5538087104214355e-05 2.456770380376838e-05 2.852667421393562e-05 2.6918394723907113e-05 2.4893004592740908e-05 2.430774475215003e-05 2.5784856916288845e-05 2.8654763809754513e-05 2.755063724180218e-05 2.0007573766633868e-05 2.3280155801330693e-05 2.939102159871254e-05 1.6124246030813083e-05 2.1139494492672384e-05 2.340903301956132e-05 2.3730470275040716e-05 2.8213720725034364e-05 3.212414594599977e-05 2.3220860384753905e-05 3.4910925023723394e-05 2.8320699129835702e-05 2.6506577341933735e-05 2.5311193894594908e-05 1.2919459550175816e-05 0.00025247171288356185
2.6863543098443188e-05 3.277910946053453e-05 3.494643897283822e-05 3.9485217712353915e-05 1.3311199836607557e-05 3.245325933676213e-05 3.0689359846292064e-05 3.4262557164765894e-05 3.609489067457616e-05 2.3718856027699076e-05 2.831009442161303e-05 2.6594174414640293e-05 2.434640373394359e-05 2.368797686358448e-05 2.5537960027577356e-05 2.7979582227999344e-05 2.6859575882554054e-05 1.834235263231676e-05 2.2624753910349682e-05 2.8325803214102052e-05 1.5579742466798052e-05 2.099472112604417e-05 2.3330854673986323e-05 2.3487398721044883e-05 2.8344453312456608e-05 3.280398595961742e-05 2.2306399841909297e-05 3.500249295029789e-05 2.845719973265659e-05 2.6795643861987628e-05 2.5301462301285937e-05 1.293333298235666e-05 0.0001633940846659243
2.7089068680652417e-05 3.281391764176078e-05 3.424840542720631e-05 4.114436887903139e-05 1.3488948752637953e-05 3.1780971767148e-05 3.02838598145172e-05 3.3653053833404556e-05 3.59637379006017e-05 2.289817712153308e-05 2.7757751013268717e-05 2.60712367889937e-05 2.3597935069119558e-05 2.280549415445421e-05 2.506262535462156e-05 2.697626405279152e-05 2.5882951376843266e-05 1.640719892748166e-05 2.1805495634907857e-05 2.698043863347266e-05 1.4861777344776783e-05 2.0737747036037035e-05 2.3096587028703652e-05 2.3210604922496714e-05 2.834602491930127e-05 3.302672121208161e-05 2.1390034817159176e-05 3.501436731312424e-05 2.8501965061877854e-05 2.6991185222868808e-05 2.530960955482442e-05 1.2956578757439274e-05 7.247959729284048e-05
2.721764576563146e-05 3.279986776760779e-05 3.350361293996684e-05 4.221132621751167e-05 1.3657419913215563e-05 3.096096043009311e-05 2.9818078473908827e-05 3.282709440100007e-05 3.5139775718562305e-05 2.2105055904830806e-05 2.687308005988598e-05 2.536626925575547e-05 2.2668898964184336e-05 2.1691255824407563e-05 2.435083115415182e-05 2.567061710578855e-05 2.4643541109981015e-05 1.4284418284660205e-05 2.0853816749877296e-05 2.5418299628654495e-05 1.3994470464240294e-05 2.0379413399496116e-05 2.2714342776453122e-05 2.2907797756488435e-05 2.8216634746058844e-05 3.2800278859212995e-05 2.0478026272030547e-05 3.493835902190767e-05 2.8456079235184006e-05 2.7099318685941398e-05 2.5314502636319958e-05 1.2991276889806613e-05 -1.3405840036284644e-05
2.7243282602285035e-05 3.2749478123150766e-05 3.27465204463806e-05 4.263504160917364e-05 1.3746516742685344e-05 3.00396768579958e-05 2.931459493993316e-05 3.181547799613327e-05 3.366760938661173e-05 2.1337089492590167e-05 2.5681996703497134e-05 2.4509301510988735e-05 2.1592559278360568e-05 2.0391462385305203e-05 2.340987884963397e-05 2.410639172012452e-05 2.3179045456345193e-05 1.2063367648806889e-05 1.981127388717141e-05 2.371701702941209e-05 1.3012241652177181e-05 1.9940422134823166e-05 2.220506576122716e-05 2.25923940888606e-05 2.7968615540885366e-05 3.2158779504243284e-05 1.957777567440644e-05 3.4777065593516454e-05 2.8331069188425317e-05 2.713734284043312e-05 2.530112578824628e-05 1.304268153035082e-05 -8.777858602115884e-05
2.71664703177521e-05 3.2680742151569575e-05 3.201770960004069e-05 4.2411025788169354e-05 1.369542042084504e-05 2.9073817131575197e-05 2.8800750442314893e-05 3.066336648771539e-05 3.16381010634359e-05 2.0591134671121836e-05 2.4232353098341264e-05 2.3542028429801576e-05 2.0413448510225862e-05 1.896557841973845e-05 2.2262456695898436e-05 2.234371095255483e-05 2.1540976376854815e-05 9.841610335570294e-06 1.872760731203016e-05 2.1966496206005104e-05 1.1957848983001895e-05 1.9450098989182152e-05 2.160148142138496e-05 2.2281881683738902e-05 2.7626490918919444e-05 3.115902654826641e-05 1.869845982582774e-05 3.454277975833975e-05 2.814772233250551e-05 2.7131272872793488e-05 2.525743911974132e-05 1.3118446986482013e-05 -0.00014492413902189583
2.699254036997445e-05 3.2613530493108556e-05 3.13587806886062e-05 4.1575935028959066e-05 1.345579767075833e-05 2.8124204618507065e-05 2.8305033993092366e-05 2.9424491003737785e-05 2.9180666388128884e-05 1.98637480934849e-05 2.25890071305912e-05 2.2512780560646206e-05 1.9182711184839718e-05 1.7479371308581904e-05 2.0943543859175406e-05 2.0455017875065096e-05 1.9791150407399982e-05 7.712413207627833e-06 1.7655331248533912e-05 2.0258388758520596e-05 1.087846339942189e-05 1.8941913367598318e-05 2.0943594790878706e-05 2.1994692360749468e-05 2.7223029974265955e-05 2.987519656016957e-05 1.7850288713816553e-05 3.4253724152222276e-05 2.7932532248087227e-05 2.7111382223665714e-05 2.5171608285745606e-05 1.3223948371887673e-05 -0.00018028182967100292
2.6728137527243234e-05 3.256455238442868e-05 3.080723399762064e-05 4.0202110540121794e-05 1.2992078154638875e-05 2.7249638151261024e-05 2.785169090202544e-05 2.8155367544968612e-05 2.6449331926414743e-05 1.9146174963680096e-05 2.0825247702305205e-05 2.146963743143715e-05 1.7949589164345525e-05 1.5996263755369e-05 1.9493421859806404e-05 1.8513455870561302e-05 1.7990165360970423e-05 5.748853709519608e-06 1.664042065385729e-05 1.8673890735954046e-05 9.81590255832998e-06 1.8445589375915006e-05 2.027077425736934e-05 2.174573455704376e-05 2.679269528016448e-05 2.8386148187564686e-05 1.7038861187756993e-05 3.392971120774746e-05 2.771153231151402e-05 2.7107482310384512e-05 2.5034034479176626e-05 1.3361021956370678e-05 -0.00019087395048700273
2.637989746290259e-05 3.254606781410985e-05 3.0393457564059645e-05 3.839157216134481e-05 1.2285942830203567e-05 2.6503057597437873e-05 2.745980782492552e-05 2.6912015528068878e-05 2.3610471544088796e-05 1.8425196685711853e-05 1.9018118109670468e-05 2.0457560822251253e-05 1.6759631762397476e-05 1.4574474334949628e-05 1.795526077330578e-05 1.6590258383075707e-05 1.6197980585275218e-05 4.012205863546114e-06 1.572110522829462e-05 1.7280366591876373e-05 8.80513198353583e-06 1.7985708836931735e-05 1.9620802049757913e-05 2.154505273210816e-05 2.6368430553702638e-05 2.6769946998683736e-05 1.6265463273157366e-05 3.3590033126529306e-05 2.750859857769683e-05 2.7145159037900157e-05 2.4838116587488912e-05 1.3526007023756392e-05 -0.00017589925846550614
2.5956380341085605e-05 3.2566746085649356e-05 3.014132562384475e-05 3.626788384281099e-05 1.1340431228745729e-05 2.593041062937118e-05 2.7143663828610443e-05 2.57477950071916e-05 2.083217623294331e-05 1.768620131770149e-05 1.7246180505026132e-05 1.9516886823112145e-05 1.5653389709768817e-05 1.3264350855024531e-05 1.6373960534110665e-05 1.475148292229278e-05 1.4469718735199422e-05 2.546998530306155e-06 1.4926434232620522e-05 1.612809683138039e-05 7.872801688790787e-06 1.758180405886378e-05 1.902737858472392e-05 2.1399069737526588e-05 2.5981045837397687e-05 2.5103789084823802e-05 1.5529369193245657e-05 3.325312718516216e-05 2.7345009584678337e-05 2.724476325965952e-05 2.4579629098298028e-05 1.3711473002331331e-05 -0.0001366088690701872
2.5475928850937635e-05 3.26387416862417e-05 3.0074699679971673e-05 3.3976262784563005e-05 1.0186261533817742e-05 2.5575511244824156e-05 2.6919857191387564e-05 2.4718818167457357e-05 1.8280348740518093e-05 1.6923779185162857e-05 1.559104202897288e-05 1.8689572243602015e-05 1.4672455108666327e-05 1.211345170304412e-05 1.4801838915445842e-05 1.3061609024589416e-05 1.2860858987551183e-05 1.384599613629689e-06 1.4282788470154628e-05 1.5256295228027739e-05 7.043818641250255e-06 1.7253980331588537e-05 1.852564855653327e-05 2.1317589926184155e-05 2.56646399066085e-05 2.3467440769309178e-05 1.4836236005066894e-05 3.294206544524059e-05 2.7245328965364024e-05 2.74266585620353e-05 2.4262892111437395e-05 1.3912140275351703e-05 -7.636260852450505e-05
2.495703665772453e-05 3.276807183283381e-05 3.0206339943106286e-05 3.166409078403376e-05 8.871665158949327e-06 2.5468820240348577e-05 2.679834324226249e-05 2.3871345547377132e-05 1.609667560842354e-05 1.6134788893396035e-05 1.4125119378149975e-05 1.8008717233897187e-05 1.3847526133758947e-05 1.1156057553307619e-05 1.328651615040144e-05 1.157114365923917e-05 1.1415320841479115e-05 5.339621793609695e-07 1.380336379952496e-05 1.4677993021905422e-05 6.332512384688016e-06 1.7012667740345933e-05 1.8141430700779893e-05 2.130504981323611e-05 2.5444609491387382e-05 2.1932286472292617e-05 1.4188533896231093e-05 3.267565989517607e-05 2.7227435566601343e-05 2.770145147223957e-05 2.389558903814759e-05 1.4117621503828559e-05 -2.603777886633907e-07
2.4421888156211935e-05 3.295870919828303e-05 3.0541927117155865e-05 2.9474589609890245e-05 7.462791927537182e-06 2.5629447918618098e-05 2.6786556190927513e-05 2.3244021576829255e-05 1.4394095160241704e-05 1.5322400940931402e-05 1.2911709745822009e-05 1.7500549802207388e-05 1.320397132076323e-05 1.0416394616186153e-05 1.1873286894115154e-05 1.0319909051759169e-05 1.0169806046178564e-05 -5.285231363671983e-09 1.3493340702552814e-05 1.4388117961061653e-05 5.745820999436546e-06 1.6864383724168874e-05 1.789497946447227e-05 2.136480361514259e-05 2.5341629225295037e-05 2.05623382498743e-05 1.3589898117061239e-05 3.247067434131168e-05 2.7304888135404326e-05 2.8073167413822375e-05 2.3490565581596456e-05 1.431712371413596e-05 8.515387162333354e-05
2.389409564784728e-05 3.321166877867654e-05 3.1077612220542505e-05 2.7537513233255595e-05 6.036902959749568e-06 2.6063040422741324e-05 2.6887924832408316e-05 2.286476046720054e-05 1.3248455616121646e-05 1.4494971765088849e-05 1.1999123671557754e-05 1.7182925148517825e-05 1.2757739568769466e-05 9.90690114122117e-06 1.0601493158901576e-05 9.332663466921076e-06 9.14920474315295e-06 -2.460843404605839e-07 1.3349776054383256e-05 1.4364545677381102e-05 5.282582151266979e-06 1.6809417502372526e-05 1.7798554836190306e-05 2.149813917640131e-05 2.536845931899734e-05 1.940985930559691e-05 1.3043526450928766e-05 3.233959068893455e-05 2.7485204554977827e-05 2.8536900572362356e-05 2.3063594198902138e-05 1.4499137250822969e-05 0.00017228833166882396
2.339379716431722e-05 3.3520384022267535e-05 3.179574923706241e-05 2.5953229851438664e-05 4.671042916015722e-06 2.675485666259192e-05 2.7097357815364376e-05 2.274454163853079e-05 1.2691642041318119e-05 1.3661627235705964e-05 1.1414971595513634e-05 1.7060294339898974e-05 1.2513167348515708e-05 9.624458471080288e-06 9.498537110630423e-06 8.615862498118076e-06 8.363928827748168e-06 -2.0812818490867357e-07 1.335931483481545e-05 1.456831432733452e-05 4.9318027777189855e-06 1.6841095202835277e-05 1.7852202290669084e-05 2.170027255488094e-05 2.5525781893520616e-05 1.851021261245478e-05 1.254763083124999e-05 3.228563582524657e-05 2.7764941478380933e-05 2.9074904887238517e-05 2.2627285943599418e-05 1.4647873285866808e-05 0.00025338222621940076
2.293839497724548e-05 3.387270407984033e-05 3.2665993785485625e-05 2.4790475436020643e-05 3.4373681501165265e-06 2.767245860013645e-05 2.7403770218370482e-05 2.2879628886585124e-05 1.2710804185189772e-05 1.2835113921028096e-05 1.1166850526933558e-05 1.7126891179941595e-05 1.2465001418604515e-05 9.55420546233654e-06 8.581163456256036e-06 8.160593097272795e-06 7.812102921889164e-06 9.134311085290392e-08 1.3503067748388276e-05 1.4948898751754314e-05 4.674846422858536e-06 1.6947764379438013e-05 1.804752173484303e-05 2.196232344431337e-05 2.58048912655795e-05 1.7882244719658047e-05 1.2096636964997742e-05 3.2304007618222386e-05 2.8132400984759443e-05 2.9658742278115824e-05 2.2190954041434452e-05 1.4745061889698263e-05 0.00032093783374875784
2.2543887098436244e-05 3.425446993787773e-05 3.365036900504492e-05 2.4084785763989203e-05 2.397755451966077e-06 2.8769922209903598e-05 2.7793224944616668e-05 2.3253549443325028e-05 1.3254219084046781e-05 1.2032353879476432e-05 1.1244997949688695e-05 1.7369940906064585e-05 1.2602107744896784e-05 9.67462983680889e-06 7.85693646321306e-06 7.947091944515705e-06 7.483884473913349e-06 6.402490271284478e-07 1.3761200534645468e-05 1.545447958051227e-05 4.491827894526068e-06 1.7117206880357116e-05 1.8370061297900975e-05 2.2275384253589436e-05 2.619197402964346e-05 1.753336255205795e-05 1.1685493518598378e-05 3.23861968354322e-05 2.8570761060109362e-05 3.0254175726440735e-05 2.1762993128504604e-05 1.4773096154385712e-05 0.00036868182360194623
2.2226449800655246e-05 3.46529959642794e-05 3.470694718998857e-05 2.384122126386501e-05 1.60204763233196e-06 2.9991928386152722e-05 2.8253074560780078e-05 2.384144318057224e-05 1.4239249139791355e-05 1.1276400982751511e-05 1.1625525075942278e-05 1.777374382072594e-05 1.2911904377688188e-05 9.961921932699624e-06 7.3278761192341335e-06 7.949707651278004e-06 7.366028967226157e-06 1.4363537275130511e-06 1.4118766557658091e-05 1.6041603885241784e-05 4.367462679510936e-06 1.734179568302352e-05 1.8805158106260933e-05 2.263357600895688e-05 2.6671739760786295e-05 1.7462227333453484e-05 1.1312679816910531e-05 3.252331225667149e-05 2.9061795430607162e-05 3.0826806323602796e-05 2.1350919269025326e-05 1.4719096725457348e-05 0.00039201145409606397
2.2002519472152926e-05 3.5058266803389415e-05 3.579328767955303e-05 2.4037888579186983e-05 1.0866125421671313e-06 3.1278133974410594e-05 2.8772259611287154e-05 2.4612469132989645e-05 1.5561990949208848e-05 1.0595121239020955e-05 1.2273451829969417e-05 1.8321848983759992e-05 1.3382345969148446e-05 1.0393528100394178e-05 6.9918019107717555e-06 8.1396146924817e-06 7.443265076290118e-06 2.487019173713634e-06 1.4566356185241602e-05 1.6675656297593378e-05 4.292800440452993e-06 1.761960629664827e-05 1.933925159391947e-05 2.303435940120835e-05 2.7229811166762374e-05 1.765930028341245e-05 1.0979637409036513e-05 3.270803063060157e-05 2.958816367026884e-05 3.1344166927738115e-05 2.0964038412785158e-05 1.4577961337636225e-05 0.0003881307493429631
2.1885540263610892e-05 3.546186781022698e-05 3.686579657369293e-05 2.4623835997772403e-05 8.678615017743141e-07 3.256386480643414e-05 2.934007534349803e-05 2.5529981940053403e-05 1.710431206447538e-05 1.001866166916443e-05 1.3144323020242155e-05 1.8996403014170937e-05 1.4000893315824214e-05 1.0948700946755707e-05 6.841900358267594e-06 8.488151252095122e-06 7.699426532781217e-06 3.807997018157039e-06 1.5100698874448426e-05 1.7334770745947026e-05 4.264669769327156e-06 1.7953958376892842e-05 1.9959617929998785e-05 2.3477719878428616e-05 2.7852174753206782e-05 1.810700814530719e-05 1.068940673576435e-05 3.2933385227806866e-05 3.013360037584789e-05 3.1776977266417816e-05 2.0610206775018014e-05 1.4350373021443374e-05 0.00035649005440063775
2.1878560801269487e-05 3.585055310395546e-05 3.7875106499996036e-05 2.551783290982712e-05 9.341865165879426e-07 3.3776268537621945e-05 2.9940070817247033e-05 2.6545974833425134e-05 1.873640576377511e-05 9.569105714035686e-06 1.417980638507288e-05 1.977176361833699e-05 1.474819964641938e-05 1.1601874575717375e-05 6.861081601527985e-06 8.960237209976185e-06 8.111339411698282e-06 5.4130418902786914e-06 1.5717620044597425e-05 1.8004500816459768e-05 4.2785941332113e-06 1.8346203432884067e-05 2.0648558347602375e-05 2.3958878955454566e-05 2.85200967482524e-05 1.8772278053802438e-05 1.0439433026476763e-05 3.318596645840444e-05 3.0676474125357345e-05 3.2094732887344435e-05 2.0287470761104487e-05 1.4036106222192757e-05 0.00029874645406380296
